#############################################   SD   #############################################
###Rule: InadequatePhrasing

profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=Numéro de tel : 0606060606.	description=	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=Numero Tel : 0606060606.	description=	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=No tel : 0606060606.	description=	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=N°TEL : 0606060606.	description=	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=De ce fait, mettre des gants.	description=La phrase contient un terme inadapté : "de ce fait".	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=De ce seul fait, mettre des gants.	description=La phrase contient un terme inadapté : "de ce fait".	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=Du fait de cette étape, mettre des gants.	description=La phrase contient un terme inadapté : "du fait de".	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=Du fait d'une étape rouge, mettre des gants.	description=La phrase contient un terme inadapté : "du fait de".	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=Du seul fait de cette étape, mettre des gants.	description=La phrase contient un terme inadapté : "du fait de".	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=En dépot du fait de cette étape, mettre des gants.	description=La phrase contient un terme inadapté : "du fait de".	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=Et de ce fait, mettre des gants.	description=La phrase contient un terme inadapté : "de ce fait".	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=Et de ce seul fait, mettre des gants.	description=La phrase contient un terme inadapté : "de ce fait".	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=Il informe de ce fait.	description=	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=Il informe du fait.	description=	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=Il n'est pas rare de devoir tout arrêtee.	description=La phrase contient un terme inadapté : "pas rare".	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=Il n'est pas rare de devoir tout arrêter.	description=La phrase contient un terme inadapté : "pas rare".	severity=
profile=instructions-test	lang=FR	ruleName=InadequatePhrasing	tag=	target_text=Il n'est pas rare.	description=La phrase contient un terme inadapté : "pas rare".	severity=
