#############################################   GIFAS   #############################################
###Rule: GIFASWordNotApproved
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Regarder que la zone est ok pour vous assurer que tout est en place.	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Utiliser le dispositif de blocage quand vous assurez la protection.	description=Le terme "assurer (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Utiliser le dispositif pour nous assurer la protection.	description=Le terme "assurer (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Utiliser le dispositif pour nous assurer de la protection.	description=Le terme "s'assurer de (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Utiliser le dispositif pour t'assurer de la protection.	description=Le terme "s'assurer de (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Utiliser le dispositif pour nous assurer que la protection est ok.	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Assurer votre prise. 	description=Le terme "assurer (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= S'assurer d'avoir des billes de verre dégraissées à disposition. 	description=Les termes "s'assurer de (v), dégraisser (v)" ne sont pas approuvés.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= S'assurer de l'intégrité de la zone de marquage au sol. 	description=Le terme "s'assurer de (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= S'assurer vraiment des différents marquages. 	description=Le terme "s'assurer de (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Le responsable d'opérations s'assure du marquage au sol. 	description=Le terme "s'assurer de (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Le responsable d'opérations s'assure que le moteur est éteint. 	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Utiliser l'aube comme étalon.	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Suivre toutes les étapes comme prévu.	description=Le terme "comme (conj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Indiquer les informations comme indiqué.	description=Le terme "comme (conj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Indiquer les informations comme hier.	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Faire comme il faut.	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Suivre toutes les étapes comme toujours.	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Mettre une couche de peinture sur la bande pour l'empêcher de se décoller. 	description=Le terme "se décoller (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Décoller la bande adhésive. 	description=Le terme "décoller (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Positionner les vis sur la tête et veiller à enduire les flancs. 	description=Le terme "enduire (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Remettre le livret suiveur dans le conteneur une fois renseigné. 	description=Le terme "remettre (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Le livret suiveur est remis dans le conteneur une fois renseigné. 	description=Le terme "remettre (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Revenir hors axe fosse en PH. 	description=Le terme "hors (prep)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Ne pas faire les instructions hors module. 	description=Le terme "hors (prep)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Hors période déclarée, ne pas faire les instructions. 	description=Le terme "hors (prep)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Le matériel est hors service. 	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Mettre le matériel hors tension. 	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Le personnel doit être équipé d'un casque, de gants et de chaussures de protection. 	description=Le terme "équipé de (adj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Le personnel doit être équipé et en tenue. 	description=Le terme "équiper (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Le personnel doit s'équiper du casque. 	description=Le terme "équiper (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Allumer la lampe après avoir branché la prise. 	description=Le terme "après (conj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Allumer la lampe après que la prise a été branchée. 	description=Le terme "après (conj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Arrêtez quand votre tâche est accomplie. 	description=Le terme "accomplir (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Evitez les accumulations. 	description=Les termes "accumulation (n), éviter (v)" ne sont pas approuvés.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Prenez le tournevis afin d'amorcer le travail. 	description=Le terme "afin de (prep)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Il s'agit d'un nouveau tournevis. 	description=Le terme "s'agir (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Agissez sur l'écran. 	description=Le terme "agir sur (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= N'agissez pas sur l'écran. 	description=Le terme "agir sur (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Prendre le tournevis ainsi que le marteau. 	description=Le terme "ainsi que (conj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Prendre le tournevis ainsi qu'un marteau. 	description=Le terme "ainsi que (conj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Charger le matériel quand le véhicule est approché. 	description=Le terme "approché (adj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= En cas de besoin, arrêter. 	description=Le terme "en cas de (conj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Dans le cas d'un arrêt, noter l'heure. 	description=Le terme "dans le cas de (conj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Prenez celui-ci et rangez-le. 	description=Le terme "celui-ci (pron)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Prenez celui-là et rangez-le. 	description=Le terme "celui-là (pron)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Prenez celle-ci et rangez-la. 	description=Le terme "celle-ci (pron)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Prenez celle-là et rangez-la. 	description=Le terme "celle-là (pron)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Prenez ceux-ci et rangez-les. 	description=Le terme "ceux-ci (pron)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Prenez ceux-là et rangez-les. 	description=Le terme "ceux-là (pron)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Prenez celles-ci et rangez-les. 	description=Le terme "celles-ci (pron)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Prenez celles-là et rangez-les. 	description=Le terme "celles-là (pron)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Cependant, un arrêt est possible. 	description=Le terme "cependant (conj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Arrêter à condition que la tâche soit terminée. 	description=Le terme "à condition que (conj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Arrêter à la condition qu'un avertissement soit noté. 	description=Le terme "à condition que (conj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Arrêter à condition de temriner la tâche au préalable. 	description=Le terme "à condition de (conj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Arrêter à la condition d'arrêter la tâche. 	description=Le terme "à condition de (conj)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Ranger les outils à l'exception des usagés. 	description=Le terme "à l'exception de (prep)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Consultez le manuel. 	description=Le terme "consulter (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= La surface doit être décapée. 	description=Le terme "décaper (v)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Dégraissant industriel, Orapi SDI NEW (800 ml). 	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Déposer le support fixe enduit sur un établi. 	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Remise en condition. 	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Pendant la mise en œuvre : 	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Mise en oeuvre du pont. 	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Retirer le panneau "Interdiction de mise sous tension pour cause de maintenance" sur le sectionneur général. 	description=Le terme "mise (n)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Equipements de mise à la terre du conteneur. 	description=Le terme "mise (n)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Le chef de Nef est autorisé à faire une mise en service du PPTNO suite à un passage devant le scrutateur. 	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Mise en place du conteneur sur l'aire de stockage. 	description=Le terme "mise (n)" n'est pas approuvé.	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Mise à jour du document avec fusion. 	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= Brancher la prise avant d'allumer la lampe. 	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text= réglage et vérification du fonctionnement après réparation. 	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=En effet, certains circuits électriques peuvent rester actifs, même après consignation des autres. 	description=	severity=
profile=instructions-test	lang=FR	ruleName=gifas.GIFASWordNotApproved	tag=	target_text=Faire une pause sauf si c'est l'heure de partir. 	description=Le terme "sauf (prep)" n'est pas approuvé.	severity=
